score,factor,type,value,association,n
dass_depression,family_status,categorical,sonstiger,1.8077205342727138,18
dass_depression,family_status,categorical,verheiratet,-0.4837184456908563,366
dass_depression,current_employed,categorical,ja,-0.3486444399730555,604
dass_depression,current_employed,categorical,nein,1.3763479852531058,153
dass_depression,working_hours_model,categorical,Teilzeit,-0.011855693974899495,286
dass_depression,working_hours_model,categorical,Vollzeit,0.010662668166104616,318
dass_depression,shiftwork,categorical,ja,0.6885700920006235,53
dass_depression,shiftwork,categorical,nein,-0.06611270810875602,552
dass_depression,working_hours_reduced,categorical,False,-0.29008144193216623,551
dass_depression,working_hours_reduced,categorical,True,0.7758974490515698,206
dass_depression,children,numeric,,-0.010886497962000816,370
dass_depression,headache_days_per_month,numeric,,0.3426740382872132,757
dass_depression,headache_days_severe_per_month,numeric,,0.3071239840214543,757
dass_depression,days_medication,numeric,,0.16761048783096089,757
dass_depression,intensity,numeric,,0.14742612413768366,757
dass_depression,days_lost_work,numeric,,0.2504029089221215,757
dass_depression,days_lost_household,numeric,,0.3341117561422721,757
dass_depression,days_doctor,numeric,,0.1711485306691745,757
dass_depression,days_ER,numeric,,0.07093856415567032,757
dass_depression,days_hospital,numeric,,0.08277621278069903,757
dass_fear,gender,categorical,männlich,-0.4873271686481728,75
dass_fear,gender,categorical,weiblich,0.05146871975123979,681
dass_fear,birthyear,numeric,,-0.015167917372116858,757
dass_fear,weight,numeric,,0.053201572263021864,757
dass_fear,pregnant,categorical,nein,0.022685593082068856,675
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.6549462162672204,350
dass_fear,highest_degree,categorical,Fachhochschulreife,0.5085987572777535,108
dass_fear,highest_degree,categorical,Hauptschulabschluss,0.499339498018494,57
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.5662851047130548,239
dass_fear,family_status,categorical,geschieden,1.0919320906110865,54
dass_fear,family_status,categorical,ledig,0.24774714133059605,314
dass_fear,family_status,categorical,sonstiger,0.999339498018494,18
dass_fear,family_status,categorical,verheiratet,-0.38863864405800896,366
dass_fear,current_employed,categorical,ja,-0.2705280516503801,604
dass_fear,current_employed,categorical,nein,1.067966948998886,153
dass_fear,working_hours_model,categorical,Teilzeit,-0.15320937340804885,286
dass_fear,working_hours_model,categorical,Vollzeit,0.13779207797076065,318
dass_fear,shiftwork,categorical,ja,0.585560580071729,53
dass_fear,shiftwork,categorical,nein,-0.05622230207210466,552
dass_fear,working_hours_reduced,categorical,False,-0.33913600107406516,551
dass_fear,working_hours_reduced,categorical,True,0.9071064883097559,206
dass_fear,children,numeric,,0.07501200632837211,370
dass_fear,headache_days_per_month,numeric,,0.22951604846052384,757
dass_fear,headache_days_severe_per_month,numeric,,0.21354953867206553,757
dass_fear,days_medication,numeric,,0.10752397066881758,757
dass_fear,intensity,numeric,,0.12711534387325413,757
dass_fear,days_lost_work,numeric,,0.18547839989847703,757
dass_fear,days_lost_household,numeric,,0.2862877241801423,757
dass_fear,days_doctor,numeric,,0.16253100863290967,757
dass_fear,days_ER,numeric,,0.0897225959532163,757
dass_fear,days_hospital,numeric,,0.10900500610887495,757
dass_stress,gender,categorical,männlich,-0.5355526199911935,75
dass_stress,gender,categorical,weiblich,0.05863240203523823,681
dass_stress,birthyear,numeric,,-0.027409467894447533,757
dass_stress,weight,numeric,,0.04289869089259459,757
dass_stress,pregnant,categorical,nein,-0.0001109479523577761,675
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5650764295150026,350
dass_stress,highest_degree,categorical,Fachhochschulreife,0.32111404667547294,108
dass_stress,highest_degree,categorical,Hauptschulabschluss,0.43076316948249094,57
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.5474041443044833,239
dass_stress,family_status,categorical,geschieden,1.4785214540828804,54
dass_stress,family_status,categorical,ledig,0.05943676429755396,314
dass_stress,family_status,categorical,sonstiger,2.7933362688976953,18
dass_stress,family_status,categorical,verheiratet,-0.36604442326988185,366
dass_stress,current_employed,categorical,ja,-0.1926828628168007,604
dass_stress,current_employed,categorical,nein,0.7606565303356039,153
dass_stress,working_hours_model,categorical,Teilzeit,0.035358681054045604,286
dass_stress,working_hours_model,categorical,Vollzeit,-0.03180057478445519,318
dass_stress,shiftwork,categorical,ja,0.7733665990955867,53
dass_stress,shiftwork,categorical,nein,-0.07425440172475728,552
dass_stress,working_hours_reduced,categorical,False,-0.42646611061430306,551
dass_stress,working_hours_reduced,categorical,True,1.1406933347013632,206
dass_stress,children,numeric,,0.010165899069858991,370
dass_stress,headache_days_per_month,numeric,,0.26351238442814484,757
dass_stress,headache_days_severe_per_month,numeric,,0.2538700850932286,757
dass_stress,days_medication,numeric,,0.1459855579436537,757
dass_stress,intensity,numeric,,0.15563003491864427,757
dass_stress,days_lost_work,numeric,,0.2053691864234414,757
dass_stress,days_lost_household,numeric,,0.3050763125834307,757
dass_stress,days_doctor,numeric,,0.17641675583895558,757
dass_stress,days_ER,numeric,,0.08907957589035832,757
dass_stress,days_hospital,numeric,,0.0770848209581263,757
midas_result,gender,categorical,männlich,-1.793166006164686,75
midas_result,gender,categorical,weiblich,0.0248662992685027,681
midas_result,birthyear,numeric,,-0.002747733524755287,757
midas_result,weight,numeric,,0.012108392513704028,757
midas_result,pregnant,categorical,nein,0.13159732419644143,675
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-1.5122136252123042,350
midas_result,highest_degree,categorical,Fachhochschulreife,4.433130290131608,108
midas_result,highest_degree,categorical,Hauptschulabschluss,-11.00790284826995,57
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),3.1392747190793884,239
midas_result,family_status,categorical,geschieden,16.164611771613096,54
midas_result,family_status,categorical,ledig,-1.5420407407719026,314
midas_result,family_status,categorical,sonstiger,16.886833993835317,18
midas_result,family_status,categorical,verheiratet,-1.7880293941428285,366
midas_result,current_employed,categorical,ja,-5.196499339498018,604
midas_result,current_employed,categorical,nein,20.514284974227472,153
midas_result,working_hours_model,categorical,Teilzeit,1.9842657342657333,286
midas_result,working_hours_model,categorical,Vollzeit,-1.7845911949685522,318
midas_result,shiftwork,categorical,ja,1.2906907843442994,53
midas_result,shiftwork,categorical,nein,-0.12392502096059488,552
midas_result,working_hours_reduced,categorical,False,-6.4700928059227,551
midas_result,working_hours_reduced,categorical,True,17.305927844968004,206
midas_result,children,numeric,,-0.0583093474345468,370
midas_result,headache_days_per_month,numeric,,0.6253881885115696,757
midas_result,headache_days_severe_per_month,numeric,,0.6081627505524434,757
midas_result,days_medication,numeric,,0.4380537166744186,757
midas_result,intensity,numeric,,0.3014790462266296,757
midas_result,days_lost_work,numeric,,0.5284910990974877,757
midas_result,days_lost_household,numeric,,0.7455586536586295,757
midas_result,days_doctor,numeric,,0.38244511836013884,757
midas_result,days_ER,numeric,,0.12202653563424838,757
midas_result,days_hospital,numeric,,0.13506907338158242,757
gvas_result,gender,categorical,männlich,3.529881109643327,75
gvas_result,gender,categorical,weiblich,-0.3364331341158504,681
gvas_result,birthyear,numeric,,0.0031845178451781735,757
gvas_result,weight,numeric,,-0.07947425205706575,757
gvas_result,pregnant,categorical,nein,-0.06553760809266862,675
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,2.7555953953576164,350
gvas_result,highest_degree,categorical,Fachhochschulreife,0.24951073927295653,108
gvas_result,highest_degree,categorical,Hauptschulabschluss,-4.9108206447426355,57
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-2.9313741204821895,239
gvas_result,family_status,categorical,geschieden,-4.407896668134448,54
gvas_result,family_status,categorical,ledig,-0.05050105596176735,314
gvas_result,family_status,categorical,sonstiger,-16.63011889035667,18
gvas_result,family_status,categorical,verheiratet,1.580263623304532,366
gvas_result,current_employed,categorical,ja,2.6000135599744567,604
gvas_result,current_employed,categorical,nein,-10.264105818461246,153
gvas_result,working_hours_model,categorical,Teilzeit,-0.4469156671143466,286
gvas_result,working_hours_model,categorical,Vollzeit,0.40194302136698923,318
gvas_result,shiftwork,categorical,ja,1.397848121004209,53
gvas_result,shiftwork,categorical,nein,-0.1342136782848229,552
gvas_result,working_hours_reduced,categorical,False,2.074055338318466,551
gvas_result,working_hours_reduced,categorical,True,-5.547594618512008,206
gvas_result,children,numeric,,-0.03618748517092229,370
gvas_result,headache_days_per_month,numeric,,-0.41291268208881904,757
gvas_result,headache_days_severe_per_month,numeric,,-0.3661379631861894,757
gvas_result,days_medication,numeric,,-0.2794676927561075,757
gvas_result,intensity,numeric,,-0.1512978951104411,757
gvas_result,days_lost_work,numeric,,-0.25320315030514456,757
gvas_result,days_lost_household,numeric,,-0.4011460308680823,757
gvas_result,days_doctor,numeric,,-0.2744625705638802,757
gvas_result,days_ER,numeric,,-0.11149811055776183,757
gvas_result,days_hospital,numeric,,-0.10484169912829687,757
pgic_result,gender,categorical,männlich,-0.16519594892118006,75
pgic_result,gender,categorical,weiblich,0.016536797040640927,681
pgic_result,birthyear,numeric,,-0.015125588430473909,757
pgic_result,weight,numeric,,0.01735408264609778,757
pgic_result,pregnant,categorical,nein,-0.0024734867025615337,675
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.1318626155878464,350
pgic_result,highest_degree,categorical,Fachhochschulreife,0.044804051078819906,108
pgic_result,highest_degree,categorical,Hauptschulabschluss,-0.0823889313773205,57
pgic_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.17834658943307424,239
pgic_result,family_status,categorical,geschieden,-0.05704780077303173,54
pgic_result,family_status,categorical,ledig,-0.02472885762606314,314
pgic_result,family_status,categorical,sonstiger,0.7392484955232641,18
pgic_result,family_status,categorical,verheiratet,-0.008474637445770039,366
pgic_result,current_employed,categorical,ja,-0.050670562607713965,604
pgic_result,current_employed,categorical,nein,0.20003280924875444,153
pgic_result,working_hours_model,categorical,Teilzeit,0.04594081415273443,286
pgic_result,working_hours_model,categorical,Vollzeit,-0.04131783914365483,318
pgic_result,shiftwork,categorical,ja,-0.2537969748947453,53
pgic_result,shiftwork,categorical,nein,0.024368187806922847,552
pgic_result,working_hours_reduced,categorical,False,-0.046091290723962786,551
pgic_result,working_hours_reduced,categorical,True,0.12328301548011433,206
pgic_result,children,numeric,,0.02180420141958885,370
pgic_result,headache_days_per_month,numeric,,0.3372323134356966,757
pgic_result,headache_days_severe_per_month,numeric,,0.30163367177478523,757
pgic_result,days_medication,numeric,,0.2580544350969089,757
pgic_result,intensity,numeric,,0.1624460346329217,757
pgic_result,days_lost_work,numeric,,0.20746300591395977,757
pgic_result,days_lost_household,numeric,,0.2532960460209441,757
pgic_result,days_doctor,numeric,,0.1852603417775765,757
pgic_result,days_ER,numeric,,0.08275087852138191,757
pgic_result,days_hospital,numeric,,0.042225999294598124,757
dass_depression,gender,categorical,männlich,0.6673758865248223,60
dass_depression,gender,categorical,weiblich,-0.09233252964482652,503
dass_depression,birthyear,numeric,,-0.053599469657539936,564
dass_depression,weight,numeric,,0.07754346273788974,564
dass_depression,pregnant,categorical,nein,-0.004958250497018035,500
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.7609449154801902,266
dass_depression,highest_degree,categorical,Fachhochschulreife,0.5146332704910668,79
dass_depression,highest_degree,categorical,Hauptschulabschluss,1.5545553737043099,39
dass_depression,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.5355406805323133,178
dass_depression,family_status,categorical,geschieden,0.8757092198581553,40
dass_depression,family_status,categorical,ledig,0.12469112031064444,221
dass_depression,family_status,categorical,sonstiger,1.1507092198581557,16
dass_depression,family_status,categorical,verheiratet,-0.26360173420544886,283
dass_depression,current_employed,categorical,ja,-0.44104902190008577,455
dass_depression,current_employed,categorical,nein,1.84107619233522,109
dass_depression,working_hours_model,categorical,Teilzeit,-0.31661279896574035,221
dass_depression,working_hours_model,categorical,Vollzeit,0.29902319902319885,234
dass_depression,shiftwork,categorical,ja,0.6917582417582411,40
dass_depression,shiftwork,categorical,nein,-0.06667549318151789,415
dass_depression,working_hours_reduced,categorical,False,-0.24461097718617975,406
dass_depression,working_hours_reduced,categorical,True,0.6285573211239788,158
dass_depression,children,numeric,,-0.009033725274125317,285
dass_depression,headache_days_per_month,numeric,,0.30339924543230834,564
dass_depression,headache_days_severe_per_month,numeric,,0.2836557163938663,564
dass_depression,days_medication,numeric,,0.15963637010368914,564
dass_depression,intensity,numeric,,0.14817843378624143,564
dass_depression,days_lost_work,numeric,,0.17726175996530574,564
dass_depression,days_lost_household,numeric,,0.3911362372821533,564
dass_depression,days_doctor,numeric,,0.24526081471106953,564
dass_depression,days_ER,binary,,-0.008019064806126741,564
dass_depression,days_hospital,numeric,,0.04942396747305169,564
dass_fear,gender,categorical,männlich,0.5180851063829786,60
dass_fear,gender,categorical,weiblich,-0.05908520508156734,503
dass_fear,birthyear,numeric,,-0.014075046839807275,564
dass_fear,weight,numeric,,0.07563501661701778,564
dass_fear,pregnant,categorical,nein,-0.006163021868787588,500
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.8050978510105051,266
dass_fear,highest_degree,categorical,Fachhochschulreife,1.1917137983661013,79
dass_fear,highest_degree,categorical,Hauptschulabschluss,0.2757774140752862,39
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.6010439078811061,178
dass_fear,family_status,categorical,geschieden,1.359751773049645,40
dass_fear,family_status,categorical,ledig,0.10986489522159104,221
dass_fear,family_status,categorical,sonstiger,0.38475177304964525,16
dass_fear,family_status,categorical,verheiratet,-0.2592411598125457,283
dass_fear,current_employed,categorical,ja,-0.257555919258047,455
dass_fear,current_employed,categorical,nein,1.0751187455267095,109
dass_fear,working_hours_model,categorical,Teilzeit,-0.21628959276018112,221
dass_fear,working_hours_model,categorical,Vollzeit,0.204273504273504,234
dass_fear,shiftwork,categorical,ja,0.6923076923076921,40
dass_fear,shiftwork,categorical,nein,-0.06672845227062085,415
dass_fear,working_hours_reduced,categorical,False,-0.20761275897005937,406
dass_fear,working_hours_reduced,categorical,True,0.533485950264835,158
dass_fear,children,numeric,,0.011116951024488588,285
dass_fear,headache_days_per_month,numeric,,0.23890147575205184,564
dass_fear,headache_days_severe_per_month,numeric,,0.2609639160011495,564
dass_fear,days_medication,numeric,,0.1340809272286918,564
dass_fear,intensity,numeric,,0.16627698087146456,564
dass_fear,days_lost_work,numeric,,0.20464450945155896,564
dass_fear,days_lost_household,numeric,,0.34980162285684846,564
dass_fear,days_doctor,numeric,,0.19777545037904715,564
dass_fear,days_ER,binary,,0.07857009534016647,564
dass_fear,days_hospital,numeric,,-0.02734671005766013,564
dass_stress,gender,categorical,männlich,0.3468085106382972,60
dass_stress,gender,categorical,weiblich,-0.04192575046176916,503
dass_stress,birthyear,numeric,,-0.009351305359486735,564
dass_stress,weight,numeric,,0.02262054538283691,564
dass_stress,pregnant,categorical,nein,-0.027932405566599705,500
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.7424145470058132,266
dass_stress,highest_degree,categorical,Fachhochschulreife,1.1915342490349223,79
dass_stress,highest_degree,categorical,Hauptschulabschluss,0.2545008183306052,39
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.5441867877918556,178
dass_stress,family_status,categorical,geschieden,0.730141843971631,40
dass_stress,family_status,categorical,ledig,0.05389750008022798,221
dass_stress,family_status,categorical,sonstiger,0.7176418439716308,16
dass_stress,family_status,categorical,verheiratet,-0.15095356238879365,283
dass_stress,current_employed,categorical,ja,-0.23414387031408346,455
dass_stress,current_employed,categorical,nein,0.9773895503936494,109
dass_stress,working_hours_model,categorical,Teilzeit,-0.25946994182288297,221
dass_stress,working_hours_model,categorical,Vollzeit,0.24505494505494507,234
dass_stress,shiftwork,categorical,ja,0.9142857142857146,40
dass_stress,shiftwork,categorical,nein,-0.08812392426850302,415
dass_stress,working_hours_reduced,categorical,False,-0.33808475701359075,406
dass_stress,working_hours_reduced,categorical,True,0.8687494389083392,158
dass_stress,children,numeric,,-0.010752948620510698,285
dass_stress,headache_days_per_month,numeric,,0.2636127792245906,564
dass_stress,headache_days_severe_per_month,numeric,,0.2880237277200487,564
dass_stress,days_medication,numeric,,0.16120095944087443,564
dass_stress,intensity,numeric,,0.19194215267527454,564
dass_stress,days_lost_work,numeric,,0.19657791453233125,564
dass_stress,days_lost_household,numeric,,0.4001453986248249,564
dass_stress,days_doctor,numeric,,0.19343507401109228,564
dass_stress,days_ER,binary,,-0.013467198895624352,564
dass_stress,days_hospital,numeric,,0.061936228353078576,564
midas_result,gender,categorical,männlich,3.8645390070922048,60
midas_result,gender,categorical,weiblich,-0.6966604627553821,503
midas_result,birthyear,numeric,,0.00961726133716472,564
midas_result,weight,numeric,,0.02481865988057482,564
midas_result,pregnant,categorical,nein,-0.31346719681908297,500
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-2.6927291633338655,266
midas_result,highest_degree,categorical,Fachhochschulreife,8.82635335308376,79
midas_result,highest_degree,categorical,Hauptschulabschluss,-3.8880250954718996,39
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),1.2725914415491317,178
midas_result,family_status,categorical,geschieden,12.347872340425532,40
midas_result,family_status,categorical,ledig,-1.836743044189852,221
midas_result,family_status,categorical,sonstiger,-2.264627659574465,16
midas_result,family_status,categorical,verheiratet,0.08144124501917105,283
midas_result,current_employed,categorical,ja,-5.430149637596443,455
midas_result,current_employed,categorical,nein,22.667138395471405,109
midas_result,working_hours_model,categorical,Teilzeit,1.2676147382029725,221
midas_result,working_hours_model,categorical,Vollzeit,-1.1971916971916983,234
midas_result,shiftwork,categorical,ja,10.853021978021978,40
midas_result,shiftwork,categorical,nein,-1.0460744075201909,415
midas_result,working_hours_reduced,categorical,False,-7.287103029032593,406
midas_result,working_hours_reduced,categorical,True,18.72508753029895,158
midas_result,children,numeric,,-0.0567643562419163,285
midas_result,headache_days_per_month,numeric,,0.6049957414180017,564
midas_result,headache_days_severe_per_month,numeric,,0.597998476895904,564
midas_result,days_medication,numeric,,0.3700184260256184,564
midas_result,intensity,numeric,,0.3762748071876843,564
midas_result,days_lost_work,numeric,,0.5078449451855518,564
midas_result,days_lost_household,numeric,,0.7841707948698363,564
midas_result,days_doctor,numeric,,0.40869926079274244,564
midas_result,days_ER,binary,,0.0029669551152590283,564
midas_result,days_hospital,numeric,,0.09486306460488114,564
gvas_result,gender,categorical,männlich,-1.2088652482269495,60
gvas_result,gender,categorical,weiblich,0.22738392340989577,503
gvas_result,birthyear,numeric,,0.02620712009860967,564
gvas_result,weight,numeric,,-0.1349062990020269,564
gvas_result,pregnant,categorical,nein,0.0744174950298202,500
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,3.304417959793099,266
gvas_result,highest_degree,categorical,Fachhochschulreife,-2.158654277762814,79
gvas_result,highest_degree,categorical,Hauptschulabschluss,-4.996044735406436,39
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-2.780400828751297,178
gvas_result,family_status,categorical,geschieden,-5.567198581560284,40
gvas_result,family_status,categorical,ledig,1.14422675780623,221
gvas_result,family_status,categorical,sonstiger,-14.217198581560282,16
gvas_result,family_status,categorical,verheiratet,0.5818296869909574,283
gvas_result,current_employed,categorical,ja,2.9182409788792754,455
gvas_result,current_employed,categorical,nein,-12.181648122844685,109
gvas_result,working_hours_model,categorical,Teilzeit,-0.3893988364576586,221
gvas_result,working_hours_model,categorical,Vollzeit,0.36776556776557356,234
gvas_result,shiftwork,categorical,ja,-2.985439560439559,40
gvas_result,shiftwork,categorical,nein,0.2877532106447802,415
gvas_result,working_hours_reduced,categorical,False,2.327752157355974,406
gvas_result,working_hours_reduced,categorical,True,-5.981439087889399,158
gvas_result,children,numeric,,0.03825055696117636,285
gvas_result,headache_days_per_month,numeric,,-0.4766372380364132,564
gvas_result,headache_days_severe_per_month,numeric,,-0.44214798284343865,564
gvas_result,days_medication,numeric,,-0.30488200236435725,564
gvas_result,intensity,numeric,,-0.2528753358514678,564
gvas_result,days_lost_work,numeric,,-0.2951621273273535,564
gvas_result,days_lost_household,numeric,,-0.530530402231859,564
gvas_result,days_doctor,numeric,,-0.2534450667914896,564
gvas_result,days_ER,binary,,0.010215331914192794,564
gvas_result,days_hospital,numeric,,-0.07825182338554011,564
pgic_result,gender,categorical,männlich,0.3446808510638295,60
pgic_result,gender,categorical,weiblich,-0.04325818140800619,503
pgic_result,birthyear,numeric,,-0.10207148404692692,564
pgic_result,weight,numeric,,0.10813335163629807,564
pgic_result,pregnant,categorical,nein,-0.0007276341948307952,500
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.109955740414867,266
pgic_result,highest_degree,categorical,Fachhochschulreife,-0.06122632193195088,79
pgic_result,highest_degree,categorical,Hauptschulabschluss,-0.07583196944899084,39
pgic_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.2016096900151405,178
pgic_result,family_status,categorical,geschieden,0.42801418439716254,40
pgic_result,family_status,categorical,ledig,-0.13013061198292775,221
pgic_result,family_status,categorical,sonstiger,0.0155141843971629,16
pgic_result,family_status,categorical,verheiratet,0.04621206425582036,283
pgic_result,current_employed,categorical,ja,-0.09780999142701274,455
pgic_result,current_employed,categorical,nein,0.40828941375496086,109
pgic_result,working_hours_model,categorical,Teilzeit,-0.023270846800258926,221
pgic_result,working_hours_model,categorical,Vollzeit,0.0219780219780219,234
pgic_result,shiftwork,categorical,ja,-0.17417582417582445,40
pgic_result,shiftwork,categorical,nein,0.016788031245862367,415
pgic_result,working_hours_reduced,categorical,False,-0.02297103727771388,406
pgic_result,working_hours_reduced,categorical,True,0.0590268426250109,158
pgic_result,children,numeric,,-0.04110476848725349,285
pgic_result,headache_days_per_month,numeric,,0.32997883418731,564
pgic_result,headache_days_severe_per_month,numeric,,0.2789557285570788,564
pgic_result,days_medication,numeric,,0.2513078849475792,564
pgic_result,intensity,numeric,,0.12584746108413558,564
pgic_result,days_lost_work,numeric,,0.18678415207912802,564
pgic_result,days_lost_household,numeric,,0.27343094165220183,564
pgic_result,days_doctor,numeric,,0.15245260113448947,564
pgic_result,days_ER,binary,,0.00565953696327107,564
pgic_result,days_hospital,numeric,,0.07527908463068102,564
dass_depression,gender,categorical,männlich,-0.05978260869565233,48
dass_depression,gender,categorical,weiblich,0.006964964119881678,412
dass_depression,birthyear,numeric,,-0.06533832569821918,460
dass_depression,weight,numeric,,0.07759342173247401,460
dass_depression,pregnant,categorical,nein,0.0330681520001912,407
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.3843131251275773,213
dass_depression,highest_degree,categorical,Fachhochschulreife,0.19757033248081868,68
dass_depression,highest_degree,categorical,Hauptschulabschluss,-0.5736714975845416,36
dass_depression,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.6059975331483196,141
dass_depression,family_status,categorical,geschieden,1.0152173913043478,40
dass_depression,family_status,categorical,ledig,0.27173913043478226,184
dass_depression,family_status,categorical,sonstiger,1.0844481605351168,13
dass_depression,family_status,categorical,verheiratet,-0.43591383041510934,221
dass_depression,current_employed,categorical,ja,-0.565541416283728,369
dass_depression,current_employed,categorical,nein,2.2932393693263258,91
dass_depression,working_hours_model,categorical,Teilzeit,-0.2612866469573789,176
dass_depression,working_hours_model,categorical,Vollzeit,0.2382717609559517,193
dass_depression,shiftwork,categorical,ja,0.09504452187379009,28
dass_depression,shiftwork,categorical,nein,-0.007804242265296857,341
dass_depression,working_hours_reduced,categorical,False,-0.34636797454931045,328
dass_depression,working_hours_reduced,categorical,True,0.8606719367588935,132
dass_depression,children,numeric,,0.02167892031899517,218
dass_depression,headache_days_per_month,numeric,,0.2734524061673621,460
dass_depression,headache_days_severe_per_month,numeric,,0.22701886175832722,460
dass_depression,days_medication,numeric,,0.10559586846668215,460
dass_depression,intensity,numeric,,0.17020204087070243,460
dass_depression,days_lost_work,numeric,,0.16672269559583275,460
dass_depression,days_lost_household,numeric,,0.3490300019795341,460
dass_depression,days_doctor,numeric,,0.1765201084233249,460
dass_depression,days_ER,binary,,0.134392058531656,460
dass_depression,days_hospital,numeric,,0.08926585066234327,460
dass_fear,gender,categorical,männlich,-0.25144927536231876,48
dass_fear,gender,categorical,weiblich,0.029295061207260442,412
dass_fear,birthyear,numeric,,-0.035768663469739705,460
dass_fear,weight,numeric,,0.019312447652138975,460
dass_fear,pregnant,categorical,nein,0.004472698647455697,407
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5272708716064503,213
dass_fear,highest_degree,categorical,Fachhochschulreife,1.0916879795396421,68
dass_fear,highest_degree,categorical,Hauptschulabschluss,-0.08478260869565224,36
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.27514646931853237,141
dass_fear,family_status,categorical,geschieden,1.6902173913043481,40
dass_fear,family_status,categorical,ledig,0.0945652173913043,184
dass_fear,family_status,categorical,sonstiger,0.819063545150502,13
dass_fear,family_status,categorical,verheiratet,-0.4207554593743854,221
dass_fear,current_employed,categorical,ja,-0.30226228349240003,369
dass_fear,current_employed,categorical,nein,1.225656951743908,91
dass_fear,working_hours_model,categorical,Teilzeit,-0.3279748706577976,176
dass_fear,working_hours_model,categorical,Vollzeit,0.29908589241332795,193
dass_fear,shiftwork,categorical,ja,0.9317653890824622,28
dass_fear,shiftwork,categorical,nein,-0.07650859499797358,341
dass_fear,working_hours_reduced,categorical,False,-0.29819724284199367,328
dass_fear,working_hours_reduced,categorical,True,0.7409749670619239,132
dass_fear,children,numeric,,0.045672391464584065,218
dass_fear,headache_days_per_month,numeric,,0.21625166113665242,460
dass_fear,headache_days_severe_per_month,numeric,,0.21763487929197203,460
dass_fear,days_medication,numeric,,0.03812242432605515,460
dass_fear,intensity,numeric,,0.19340858102169003,460
dass_fear,days_lost_work,numeric,,0.2524458484409052,460
dass_fear,days_lost_household,numeric,,0.30423999610329777,460
dass_fear,days_doctor,numeric,,0.21121078876754168,460
dass_fear,days_ER,binary,,0.10427399624012329,460
dass_fear,days_hospital,numeric,,0.07949577106124833,460
dass_stress,gender,categorical,männlich,0.4436594202898547,48
dass_stress,gender,categorical,weiblich,-0.051688476150274276,412
dass_stress,birthyear,numeric,,-0.08032078100133412,460
dass_stress,weight,numeric,,0.03599392309929551,460
dass_stress,pregnant,categorical,nein,0.030104243696476907,407
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5941926923862013,213
dass_stress,highest_degree,categorical,Fachhochschulreife,1.5037084398976974,68
dass_stress,highest_degree,categorical,Hauptschulabschluss,-0.7021739130434783,36
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.3758402713536846,141
dass_stress,family_status,categorical,geschieden,1.447826086956522,40
dass_stress,family_status,categorical,ledig,0.2597826086956525,184
dass_stress,family_status,categorical,sonstiger,1.1439799331103675,13
dass_stress,family_status,categorical,verheiratet,-0.5076037772968718,221
dass_stress,current_employed,categorical,ja,-0.30921998350418267,369
dass_stress,current_employed,categorical,nein,1.2538700430004779,91
dass_stress,working_hours_model,categorical,Teilzeit,-0.3645448386302048,176
dass_stress,working_hours_model,categorical,Vollzeit,0.3324346714969737,193
dass_stress,shiftwork,categorical,ja,1.1070460704607044,28
dass_stress,shiftwork,categorical,nein,-0.09090114361554225,341
dass_stress,working_hours_reduced,categorical,False,-0.4369300106044536,328
dass_stress,working_hours_reduced,categorical,True,1.0857048748353098,132
dass_stress,children,numeric,,0.036956254011796134,218
dass_stress,headache_days_per_month,numeric,,0.25694195696557065,460
dass_stress,headache_days_severe_per_month,numeric,,0.2512837946935546,460
