score,factor,type,value,association,n
dass_fear,working_hours_reduced,categorical,False,-0.5041839080459769,87
dass_fear,working_hours_reduced,categorical,True,1.1543157894736842,38
dass_fear,children,numeric,,0.07977876835229479,58
dass_fear,headache_days_per_month,numeric,,0.22855992536586933,125
dass_fear,headache_days_severe_per_month,numeric,,0.22479780864866572,125
dass_fear,days_medication,numeric,,0.08754192940985617,125
dass_fear,intensity,numeric,,0.20696302572554245,125
dass_fear,days_lost_work,numeric,,0.13602517273839576,125
dass_fear,days_lost_household,numeric,,0.19931498441308113,125
dass_fear,days_doctor,numeric,,0.09229690189272288,125
dass_fear,days_ER,binary,,-0.0447514000484383,125
dass_fear,days_hospital,binary,,-0.0447514000484383,125
dass_stress,gender,categorical,männlich,2.4573333333333336,12
dass_stress,gender,categorical,weiblich,-0.2609557522123893,113
dass_stress,birthyear,numeric,,-0.06569290235999212,125
dass_stress,weight,numeric,,0.0849505552099153,125
dass_stress,pregnant,categorical,nein,-0.007901390644754258,112
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5947500000000003,64
dass_stress,highest_degree,categorical,Fachhochschulreife,1.7489999999999997,16
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-0.153777777777778,36
dass_stress,family_status,categorical,geschieden,-0.5760000000000005,10
dass_stress,family_status,categorical,ledig,-0.17191836734693933,49
dass_stress,family_status,categorical,verheiratet,0.24899999999999967,64
dass_stress,current_employed,categorical,ja,-0.5660000000000007,100
dass_stress,current_employed,categorical,nein,2.2640000000000002,25
dass_stress,working_hours_model,categorical,Teilzeit,0.8246153846153854,52
dass_stress,working_hours_model,categorical,Vollzeit,-0.8933333333333326,48
dass_stress,shiftwork,categorical,nein,-0.1994736842105258,95
dass_stress,working_hours_reduced,categorical,False,-0.7553103448275866,87
dass_stress,working_hours_reduced,categorical,True,1.729263157894736,38
dass_stress,children,numeric,,-0.23412917615391377,58
dass_stress,headache_days_per_month,numeric,,0.34362731026708226,125
dass_stress,headache_days_severe_per_month,numeric,,0.38206310537322563,125
dass_stress,days_medication,numeric,,0.1446103509091858,125
dass_stress,intensity,numeric,,0.31976586500931964,125
dass_stress,days_lost_work,numeric,,0.29832307915564765,125
dass_stress,days_lost_household,numeric,,0.37971966095159193,125
dass_stress,days_doctor,numeric,,0.3129774841437768,125
dass_stress,days_ER,binary,,0.010774201740722963,125
dass_stress,days_hospital,binary,,0.010774201740722963,125
midas_result,gender,categorical,männlich,8.839333333333336,12
midas_result,gender,categorical,weiblich,-0.9386902654867271,113
midas_result,birthyear,numeric,,0.011939908413445626,125
midas_result,weight,numeric,,0.051877165925230596,125
midas_result,pregnant,categorical,nein,-0.0553097345132727,112
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.22837499999999977,64
midas_result,highest_degree,categorical,Fachhochschulreife,4.4435,16
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-0.2995555555555569,36
midas_result,family_status,categorical,geschieden,13.155999999999999,10
midas_result,family_status,categorical,ledig,4.521306122448976,49
midas_result,family_status,categorical,verheiratet,-5.744,64
midas_result,current_employed,categorical,ja,-4.434000000000001,100
midas_result,current_employed,categorical,nein,17.735999999999997,25
midas_result,working_hours_model,categorical,Teilzeit,1.3438461538461546,52
midas_result,working_hours_model,categorical,Vollzeit,-1.4558333333333309,48
midas_result,shiftwork,categorical,nein,-1.9731578947368398,95
midas_result,working_hours_reduced,categorical,False,-5.065839080459771,87
midas_result,working_hours_reduced,categorical,True,11.598105263157898,38
midas_result,children,numeric,,-0.09342851501674333,58
midas_result,headache_days_per_month,numeric,,0.5854454363933456,125
midas_result,headache_days_severe_per_month,numeric,,0.5867351362159055,125
midas_result,days_medication,numeric,,0.4639686962363852,125
midas_result,intensity,numeric,,0.4125292851777725,125
midas_result,days_lost_work,numeric,,0.524047257045092,125
midas_result,days_lost_household,numeric,,0.7719005440565265,125
midas_result,days_doctor,numeric,,0.4199557432377606,125
midas_result,days_ER,binary,,-0.055806937520180525,125
midas_result,days_hospital,binary,,-0.055806937520180525,125
gvas_result,gender,categorical,männlich,-9.896,12
gvas_result,gender,categorical,weiblich,1.050902654867258,113
gvas_result,birthyear,numeric,,-0.03493369952707138,125
gvas_result,weight,numeric,,-0.13995821942698208,125
gvas_result,pregnant,categorical,nein,0.24059734513274122,112
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.3803750000000008,64
gvas_result,highest_degree,categorical,Fachhochschulreife,-2.146000000000001,16
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),2.492888888888885,36
gvas_result,family_status,categorical,geschieden,1.304000000000002,10
gvas_result,family_status,categorical,ledig,-3.202122448979594,49
gvas_result,family_status,categorical,verheiratet,2.260249999999999,64
gvas_result,current_employed,categorical,ja,2.8939999999999984,100
gvas_result,current_employed,categorical,nein,-11.576,25
gvas_result,working_hours_model,categorical,Teilzeit,-1.5976923076923057,52
gvas_result,working_hours_model,categorical,Vollzeit,1.7308333333333366,48
gvas_result,shiftwork,categorical,nein,-0.09526315789473472,95
gvas_result,working_hours_reduced,categorical,False,1.4718160919540253,87
gvas_result,working_hours_reduced,categorical,True,-3.369684210526316,38
gvas_result,children,numeric,,0.13343252900685393,58
gvas_result,headache_days_per_month,numeric,,-0.47786858955772443,125
gvas_result,headache_days_severe_per_month,numeric,,-0.4205698775249471,125
gvas_result,days_medication,numeric,,-0.29501460431300447,125
gvas_result,intensity,numeric,,-0.2531615888233817,125
gvas_result,days_lost_work,numeric,,-0.27498049489569426,125
gvas_result,days_lost_household,numeric,,-0.46822517508811906,125
gvas_result,days_doctor,numeric,,-0.36225191776321564,125
gvas_result,days_ER,binary,,-0.003871298944581084,125
gvas_result,days_hospital,binary,,-0.003871298944581084,125
pgic_result,gender,categorical,männlich,-0.07533333333333347,12
pgic_result,gender,categorical,weiblich,0.008000000000000007,113
pgic_result,birthyear,numeric,,0.100807867162849,125
pgic_result,weight,numeric,,-0.058150868437792026,125
pgic_result,pregnant,categorical,nein,0.0,112
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,0.08612500000000001,64
pgic_result,highest_degree,categorical,Fachhochschulreife,0.008000000000000007,16
pgic_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.035777777777777686,36
pgic_result,family_status,categorical,geschieden,-0.3919999999999999,10
pgic_result,family_status,categorical,ledig,0.1916734693877551,49
pgic_result,family_status,categorical,verheiratet,-0.07012499999999999,64
pgic_result,current_employed,categorical,ja,-0.03200000000000003,100
pgic_result,current_employed,categorical,nein,0.1280000000000001,25
pgic_result,working_hours_model,categorical,Teilzeit,0.0592307692307692,52
pgic_result,working_hours_model,categorical,Vollzeit,-0.06416666666666648,48
pgic_result,shiftwork,categorical,nein,-0.023157894736842266,95
pgic_result,working_hours_reduced,categorical,False,-0.08395402298850563,87
pgic_result,working_hours_reduced,categorical,True,0.1922105263157894,38
pgic_result,children,numeric,,-0.1091083364536945,58
pgic_result,headache_days_per_month,numeric,,0.3453101317821101,125
pgic_result,headache_days_severe_per_month,numeric,,0.45118266901221615,125
pgic_result,days_medication,numeric,,0.3501934563803289,125
pgic_result,intensity,numeric,,0.3885426093392121,125
pgic_result,days_lost_work,numeric,,0.16062342594567103,125
pgic_result,days_lost_household,numeric,,0.43001543883951204,125
pgic_result,days_doctor,numeric,,0.20966550918255045,125
pgic_result,days_ER,binary,,0.0005529694730060657,125
pgic_result,days_hospital,binary,,0.0005529694730060657,125
dass_depression,gender,categorical,weiblich,-0.1370323178501094,89
dass_depression,birthyear,numeric,,-0.1412255247812719,97
dass_depression,weight,numeric,,-0.005208711364159318,97
dass_depression,pregnant,categorical,nein,0.027896164277411373,87
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5073782090155645,51
dass_depression,highest_degree,categorical,Fachhochschulreife,-1.1005154639175254,12
dass_depression,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),1.3161512027491415,27
dass_depression,family_status,categorical,ledig,0.23281786941580762,36
dass_depression,family_status,categorical,verheiratet,-0.13482918940772137,51
dass_depression,current_employed,categorical,ja,-0.6796293879681583,79
dass_depression,current_employed,categorical,nein,2.9828178694158076,18
dass_depression,working_hours_model,categorical,Teilzeit,0.2204182718767198,46
dass_depression,working_hours_model,categorical,Vollzeit,-0.30724971231300335,33
dass_depression,shiftwork,categorical,nein,-0.026149233844103836,76
dass_depression,working_hours_reduced,categorical,False,-0.3358095815645843,68
dass_depression,working_hours_reduced,categorical,True,0.7874155705652335,29
dass_depression,children,numeric,,0.042945515862683435,46
dass_depression,headache_days_per_month,numeric,,0.40616889580781634,97
dass_depression,headache_days_severe_per_month,numeric,,0.41337105606883395,97
dass_depression,days_medication,numeric,,0.27498683713042504,97
dass_depression,intensity,numeric,,0.3774049168973177,97
dass_depression,days_lost_work,numeric,,0.4202133581587953,97
dass_depression,days_lost_household,numeric,,0.5183520293665719,97
dass_depression,days_doctor,numeric,,0.2346051616053984,97
dass_depression,days_ER,binary,,-0.05584404174029824,97
dass_fear,gender,categorical,weiblich,-0.10297694891694675,89
dass_fear,birthyear,numeric,,-0.1259190814905669,97
dass_fear,weight,numeric,,-0.07223347361821782,97
dass_fear,pregnant,categorical,nein,0.03164148262947197,87
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5872245805538712,51
dass_fear,highest_degree,categorical,Fachhochschulreife,-0.8960481099656357,12
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),1.057655593738068,27
dass_fear,family_status,categorical,ledig,-0.0904925544100803,36
dass_fear,family_status,categorical,verheiratet,0.07944208611279535,51
dass_fear,current_employed,categorical,ja,-0.4730523293749185,79
dass_fear,current_employed,categorical,nein,2.076174112256586,18
dass_fear,working_hours_model,categorical,Teilzeit,0.6023665382498624,46
dass_fear,working_hours_model,categorical,Vollzeit,-0.8396624472573839,33
dass_fear,shiftwork,categorical,nein,-0.006329113924050667,76
dass_fear,working_hours_reduced,categorical,False,-0.5087932080048514,68
dass_fear,working_hours_reduced,categorical,True,1.1930323498044793,29
dass_fear,children,numeric,,0.13226530178584722,46
dass_fear,headache_days_per_month,numeric,,0.24708669640861802,97
dass_fear,headache_days_severe_per_month,numeric,,0.2844734699729102,97
dass_fear,days_medication,numeric,,0.13209848585958855,97
dass_fear,intensity,numeric,,0.2937527295948636,97
dass_fear,days_lost_work,numeric,,0.19740069755355655,97
dass_fear,days_lost_household,numeric,,0.32319261491213414,97
dass_fear,days_doctor,numeric,,0.09455326642991264,97
dass_fear,days_ER,binary,,0.06021037408441456,97
dass_stress,gender,categorical,weiblich,0.005444225645777401,89
dass_stress,birthyear,numeric,,-0.09532135984631858,97
dass_stress,weight,numeric,,0.004501706715386921,97
dass_stress,pregnant,categorical,nein,-0.053080201472297084,87
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.6169395593288867,51
dass_stress,highest_degree,categorical,Fachhochschulreife,-0.2689003436426116,12
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.9255441008018321,27
dass_stress,family_status,categorical,ledig,0.5088774341351661,36
dass_stress,family_status,categorical,verheiratet,-0.18556701030927858,51
dass_stress,current_employed,categorical,ja,-0.5399973900561141,79
dass_stress,current_employed,categorical,nein,2.369988545246277,18
dass_stress,working_hours_model,categorical,Teilzeit,0.5283434232250963,46
dass_stress,working_hours_model,categorical,Vollzeit,-0.7364787111622553,33
dass_stress,shiftwork,categorical,nein,-0.07978014656895382,76
dass_stress,working_hours_reduced,categorical,False,-0.5826258338386907,68
dass_stress,working_hours_reduced,categorical,True,1.3661571276217561,29
dass_stress,children,numeric,,-0.09503299854978245,46
dass_stress,headache_days_per_month,numeric,,0.3849900235682147,97
dass_stress,headache_days_severe_per_month,numeric,,0.41972793211753157,97
dass_stress,days_medication,numeric,,0.2117556425315605,97
dass_stress,intensity,numeric,,0.35088650101574137,97
dass_stress,days_lost_work,numeric,,0.3383264774826765,97
dass_stress,days_lost_household,numeric,,0.41686188548672304,97
dass_stress,days_doctor,numeric,,0.2841196295574854,97
dass_stress,days_ER,binary,,-0.07512771733230748,97
midas_result,gender,categorical,weiblich,0.7814201320514336,89
midas_result,birthyear,numeric,,0.09862118386738593,97
midas_result,weight,numeric,,0.004564089909653444,97
midas_result,pregnant,categorical,nein,-0.6040294459511841,87
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-5.1883970082878506,51
midas_result,highest_degree,categorical,Fachhochschulreife,1.4733676975945045,12
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),14.075219549446356,27
midas_result,family_status,categorical,ledig,2.8622565864833938,36
midas_result,family_status,categorical,verheiratet,-6.8942793612290245,51
midas_result,current_employed,categorical,ja,-2.7217799817303927,79
midas_result,current_employed,categorical,nein,11.945589919816722,18
midas_result,working_hours_model,categorical,Teilzeit,0.756741882223448,46
midas_result,working_hours_model,categorical,Vollzeit,-1.0548523206751028,33
midas_result,shiftwork,categorical,nein,0.41005996002665057,76
midas_result,working_hours_reduced,categorical,False,-1.1197695573074569,68
midas_result,working_hours_reduced,categorical,True,2.6256665481692174,29
midas_result,children,numeric,,-0.10302420142841366,46
midas_result,headache_days_per_month,numeric,,0.6300539512612098,97
midas_result,headache_days_severe_per_month,numeric,,0.6634809025326328,97
midas_result,days_medication,numeric,,0.5677628899246847,97
midas_result,intensity,numeric,,0.5070099951204228,97
midas_result,days_lost_work,numeric,,0.5386010809995597,97
midas_result,days_lost_household,numeric,,0.8175475885400816,97
midas_result,days_doctor,numeric,,0.41539240012269807,97
midas_result,days_ER,binary,,-0.05145665805637274,97
gvas_result,gender,categorical,weiblich,0.3039499594578885,89
gvas_result,birthyear,numeric,,0.12524678197856534,97
gvas_result,weight,numeric,,-0.07099393144842733,97
gvas_result,pregnant,categorical,nein,0.33759524732016644,87
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,1.167576308874061,51
gvas_result,highest_degree,categorical,Fachhochschulreife,-2.1314432989690744,12
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-0.7518136693394482,27
gvas_result,family_status,categorical,ledig,-2.2425544100801886,36
gvas_result,family_status,categorical,verheiratet,1.461693955932887,51
gvas_result,current_employed,categorical,ja,2.213493409891683,79
gvas_result,current_employed,categorical,nein,-9.71477663230241,18
gvas_result,working_hours_model,categorical,Teilzeit,-4.399284534947711,46
gvas_result,working_hours_model,categorical,Vollzeit,6.132336018411969,33
gvas_result,shiftwork,categorical,nein,-0.5554630246502299,76
gvas_result,working_hours_reduced,categorical,False,2.0744390539720996,68
gvas_result,working_hours_reduced,categorical,True,-4.864201919658733,29
gvas_result,children,numeric,,0.2733977185603256,46
gvas_result,headache_days_per_month,numeric,,-0.40739984155347914,97
gvas_result,headache_days_severe_per_month,numeric,,-0.4096116454339044,97
gvas_result,days_medication,numeric,,-0.3747709337304828,97
gvas_result,intensity,numeric,,-0.31008963394146366,97
gvas_result,days_lost_work,numeric,,-0.19756116743396562,97
gvas_result,days_lost_household,numeric,,-0.3990214187654423,97
gvas_result,days_doctor,numeric,,-0.15184533559254898,97
gvas_result,days_ER,binary,,-0.09235275558723356,97
pgic_result,gender,categorical,weiblich,-0.0066025715278579256,89
pgic_result,birthyear,numeric,,-0.17517726216416274,97
pgic_result,weight,numeric,,0.055787145598568975,97
pgic_result,pregnant,categorical,nein,-0.010461061604029709,87
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.1299777643015969,51
pgic_result,highest_degree,categorical,Fachhochschulreife,0.19845360824742286,12
pgic_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.17067583046964518,27
pgic_result,family_status,categorical,ledig,0.19845360824742286,36
pgic_result,family_status,categorical,verheiratet,-0.11036992116434163,51
pgic_result,current_employed,categorical,ja,-0.1274957588411847,79
pgic_result,current_employed,categorical,nein,0.5595647193585336,18
pgic_result,working_hours_model,categorical,Teilzeit,0.14116675839295523,46
pgic_result,working_hours_model,categorical,Vollzeit,-0.19677790563866537,33
pgic_result,shiftwork,categorical,nein,0.02331778814123897,76
pgic_result,working_hours_reduced,categorical,False,-0.16919345057610657,68
pgic_result,working_hours_reduced,categorical,True,0.39672947031638817,29
pgic_result,children,numeric,,0.12678363563332057,46
pgic_result,headache_days_per_month,numeric,,0.31074866403492146,97
pgic_result,headache_days_severe_per_month,numeric,,0.33478886136719227,97
pgic_result,days_medication,numeric,,0.37730202117949735,97
pgic_result,intensity,numeric,,0.3452388193017256,97
pgic_result,days_lost_work,numeric,,0.17428820499003844,97
pgic_result,days_lost_household,numeric,,0.3522090664122515,97
pgic_result,days_doctor,numeric,,0.08723926143703994,97
pgic_result,days_ER,binary,,0.08823731421259,97
dass_depression,gender,categorical,weiblich,-0.047794117647058876,64
dass_depression,birthyear,numeric,,-0.053801362046751094,68
dass_depression,weight,numeric,,0.006691489245875783,68
dass_depression,pregnant,categorical,nein,0.08669354838709697,62
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.08664546899841019,37
dass_depression,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.3823529411764701,17
dass_depression,family_status,categorical,ledig,0.44989106753812624,27
dass_depression,family_status,categorical,verheiratet,-0.2647058823529411,34
dass_depression,current_employed,categorical,ja,-0.30906460945033754,61
dass_depression,working_hours_model,categorical,Teilzeit,0.32377049180327866,36
dass_depression,working_hours_model,categorical,Vollzeit,-0.4662295081967214,25
dass_depression,shiftwork,categorical,nein,-0.13312605992085924,58
dass_depression,working_hours_reduced,categorical,False,-0.49616368286445,46
dass_depression,working_hours_reduced,categorical,True,1.0374331550802136,22
dass_depression,children,numeric,,-0.04933023116213414,31
dass_depression,headache_days_per_month,numeric,,0.2817326442273032,68
dass_depression,headache_days_severe_per_month,numeric,,0.3276748859877001,68
dass_depression,days_medication,numeric,,0.04550698180160544,68
dass_depression,intensity,numeric,,0.16629550306912444,68
dass_depression,days_lost_work,numeric,,0.36213099374029695,68
dass_depression,days_lost_household,numeric,,0.4990111323214953,68
dass_depression,days_doctor,numeric,,0.2151692769589896,68
dass_depression,days_ER,binary,,-0.05120538773117081,68
dass_fear,gender,categorical,weiblich,0.06341911764705888,64
dass_fear,birthyear,numeric,,-0.0775970564032988,68
dass_fear,weight,numeric,,0.035701797265671756,68
dass_fear,pregnant,categorical,nein,0.03477822580645151,62
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5957869634340223,37
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.4852941176470589,17
dass_fear,family_status,categorical,ledig,0.07788671023965144,27
dass_fear,family_status,categorical,verheiratet,0.13235294117647056,34
dass_fear,current_employed,categorical,ja,-0.17044358727097375,61
dass_fear,working_hours_model,categorical,Teilzeit,0.5168488160291438,36
dass_fear,working_hours_model,categorical,Vollzeit,-0.7442622950819673,25
dass_fear,shiftwork,categorical,nein,-0.13736574335782947,58
dass_fear,working_hours_reduced,categorical,False,-0.4712276214833757,46
dass_fear,working_hours_reduced,categorical,True,0.9852941176470589,22
dass_fear,children,numeric,,0.16966652211847713,31
dass_fear,headache_days_per_month,numeric,,0.13181785898303008,68
dass_fear,headache_days_severe_per_month,numeric,,0.3156879536389325,68
dass_fear,days_medication,numeric,,-0.059459770252538485,68
dass_fear,intensity,numeric,,0.17309062133061026,68
dass_fear,days_lost_work,numeric,,0.2610552659262599,68
dass_fear,days_lost_household,numeric,,0.3647935857610769,68
dass_fear,days_doctor,numeric,,0.06995169242607732,68
dass_fear,days_ER,binary,,-0.02620457198772111,68
dass_stress,gender,categorical,weiblich,0.05974264705882337,64
dass_stress,birthyear,numeric,,-0.11117428966987741,68
dass_stress,weight,numeric,,0.08072504275442317,68
dass_stress,pregnant,categorical,nein,0.07308467741935498,62
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.6923688394276635,37
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.4411764705882355,17
dass_stress,family_status,categorical,ledig,0.2015250544662308,27
dass_stress,family_status,categorical,verheiratet,-0.14705882352941213,34
dass_stress,current_employed,categorical,ja,-0.4353905496624879,61
dass_stress,working_hours_model,categorical,Teilzeit,0.6739526411657559,36
dass_stress,working_hours_model,categorical,Vollzeit,-0.9704918032786889,25
dass_stress,shiftwork,categorical,nein,-0.149802148106275,58
dass_stress,working_hours_reduced,categorical,False,-0.5102301790281327,46
dass_stress,working_hours_reduced,categorical,True,1.0668449197860959,22
dass_stress,children,numeric,,-0.008502326308935442,31
dass_stress,headache_days_per_month,numeric,,0.2728855204426724,68
dass_stress,headache_days_severe_per_month,numeric,,0.42445972033299306,68
dass_stress,days_medication,numeric,,0.012018181015480694,68
dass_stress,intensity,numeric,,0.38940186838945473,68
dass_stress,days_lost_work,numeric,,0.28916310983897414,68
dass_stress,days_lost_household,numeric,,0.4482600488984626,68
dass_stress,days_doctor,numeric,,0.2262627233942196,68
dass_stress,days_ER,binary,,-0.04342345755780013,68
midas_result,gender,categorical,weiblich,0.625,64
midas_result,birthyear,numeric,,-0.027032452326427373,68
midas_result,weight,numeric,,0.02768751465967495,68
midas_result,pregnant,categorical,nein,-1.116935483870968,62
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-3.3175675675675684,37
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),12.426470588235297,17
midas_result,family_status,categorical,ledig,2.435185185185187,27
midas_result,family_status,categorical,verheiratet,-4.867647058823529,34
midas_result,current_employed,categorical,ja,0.3647540983606561,61
midas_result,working_hours_model,categorical,Teilzeit,0.4130236794171225,36
midas_result,working_hours_model,categorical,Vollzeit,-0.5947540983606565,25
midas_result,shiftwork,categorical,nein,0.8162803843979631,58
midas_result,working_hours_reduced,categorical,False,-4.163043478260871,46
midas_result,working_hours_reduced,categorical,True,8.704545454545453,22
midas_result,children,numeric,,-0.1459397055437905,31
midas_result,headache_days_per_month,numeric,,0.43932600307391534,68
midas_result,headache_days_severe_per_month,numeric,,0.543172199240676,68
midas_result,days_medication,numeric,,0.20377169457566804,68
midas_result,intensity,numeric,,0.5133543375133177,68
midas_result,days_lost_work,numeric,,0.5554126445244794,68
midas_result,days_lost_household,numeric,,0.743208859386531,68
midas_result,days_doctor,numeric,,0.33805135255933816,68
midas_result,days_ER,binary,,-0.023965810990450153,68
gvas_result,gender,categorical,weiblich,0.15073529411764497,64
gvas_result,birthyear,numeric,,-0.05407936643741246,68
gvas_result,weight,numeric,,-0.026433444598049957,68
gvas_result,pregnant,categorical,nein,0.06653225806451957,62
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,0.4531001589825081,37
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),2.882352941176471,17
gvas_result,family_status,categorical,ledig,-1.930283224400874,27
gvas_result,family_status,categorical,verheiratet,1.352941176470587,34
gvas_result,current_employed,categorical,ja,0.21118611378977903,61
gvas_result,working_hours_model,categorical,Teilzeit,-4.650728597449913,36
gvas_result,working_hours_model,categorical,Vollzeit,6.697049180327866,25
gvas_result,shiftwork,categorical,nein,0.06670435274165953,58
gvas_result,working_hours_reduced,categorical,False,1.5447570332480822,46
gvas_result,working_hours_reduced,categorical,True,-3.229946524064175,22
gvas_result,children,numeric,,0.22528343099756812,31
gvas_result,headache_days_per_month,numeric,,-0.26754003370332935,68
gvas_result,headache_days_severe_per_month,numeric,,-0.292564269665091,68
gvas_result,days_medication,numeric,,-0.2013892792685212,68
gvas_result,intensity,numeric,,-0.1437670269656594,68
gvas_result,days_lost_work,numeric,,-0.31771115082571794,68
gvas_result,days_lost_household,numeric,,-0.39826857832727663,68
gvas_result,days_doctor,numeric,,-0.1762827719230959,68
gvas_result,days_ER,binary,,-0.003626023693176147,68
pgic_result,gender,categorical,weiblich,0.03400735294117663,64
pgic_result,birthyear,numeric,,0.15185962519580365,68
pgic_result,weight,numeric,,-0.14682265681418852,68
pgic_result,pregnant,categorical,nein,-0.02973790322580605,62
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.017090620031796178,37
pgic_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.07352941176470562,17
pgic_result,family_status,categorical,ledig,0.28921568627450966,27
pgic_result,family_status,categorical,verheiratet,-0.1617647058823528,34
pgic_result,current_employed,categorical,ja,0.037849566055930595,61
pgic_result,working_hours_model,categorical,Teilzeit,0.14025500910746835,36
pgic_result,working_hours_model,categorical,Vollzeit,-0.20196721311475407,25
pgic_result,shiftwork,categorical,nein,-0.03024307518371927,58
pgic_result,working_hours_reduced,categorical,False,-0.08759590792838878,46
pgic_result,working_hours_reduced,categorical,True,0.18315508021390414,22
pgic_result,children,numeric,,0.0247336595261754,31
pgic_result,headache_days_per_month,numeric,,0.08049536760759704,68
pgic_result,headache_days_severe_per_month,numeric,,0.15738565633816873,68
pgic_result,days_medication,numeric,,0.06816187874065291,68
pgic_result,intensity,numeric,,0.11444201935401115,68
pgic_result,days_lost_work,numeric,,0.2984661448572176,68
pgic_result,days_lost_household,numeric,,0.38418574932298666,68
pgic_result,days_doctor,numeric,,0.1812842813622682,68
pgic_result,days_ER,binary,,-0.08478503757490145,68
dass_depression,gender,categorical,weiblich,0.11655328798185938,45
dass_depression,birthyear,numeric,,-0.09688013281913171,49
dass_depression,weight,numeric,,-0.0975723066602306,49
dass_depression,pregnant,categorical,nein,0.12454780361757045,43
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.2150706436420724,26
dass_depression,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-0.06122448979591866,12
dass_depression,family_status,categorical,ledig,-0.06122448979591866,17
dass_depression,family_status,categorical,verheiratet,0.32339089481946637,26
dass_depression,current_employed,categorical,ja,0.13877551020408152,45
dass_depression,working_hours_model,categorical,Teilzeit,0.7259259259259254,27
dass_depression,working_hours_model,categorical,Vollzeit,-1.088888888888889,18
dass_depression,shiftwork,categorical,nein,-0.08095238095238155,42
dass_depression,working_hours_reduced,categorical,False,-1.1257406188281767,31
dass_depression,working_hours_reduced,categorical,True,1.9387755102040813,18
dass_depression,headache_days_per_month,numeric,,0.4743956927508363,49
dass_depression,headache_days_severe_per_month,numeric,,0.27787999041137024,49
dass_depression,days_medication,numeric,,0.18745479866163844,49
dass_depression,intensity,numeric,,0.15133050743846183,49
dass_depression,days_lost_work,numeric,,0.5483026304937193,49
dass_depression,days_lost_household,numeric,,0.49386549454980694,49
dass_depression,days_doctor,numeric,,0.2802434852056031,49
dass_fear,gender,categorical,weiblich,0.023129251700680253,45
dass_fear,birthyear,numeric,,-0.22978020504662022,49
dass_fear,weight,numeric,,-0.08636649253517695,49
dass_fear,pregnant,categorical,nein,0.04806201550387623,43
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.3563579277864992,26
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.739795918367347,12
dass_fear,family_status,categorical,ledig,-0.510204081632653,17
dass_fear,family_status,categorical,verheiratet,0.7205651491365779,26
dass_fear,current_employed,categorical,ja,0.11201814058956927,45
dass_fear,working_hours_model,categorical,Teilzeit,1.1555555555555554,27
dass_fear,working_hours_model,categorical,Vollzeit,-1.7333333333333334,18
dass_fear,shiftwork,categorical,nein,-0.07460317460317478,42
dass_fear,working_hours_reduced,categorical,False,-0.9295589203423305,31
dass_fear,working_hours_reduced,categorical,True,1.6009070294784578,18
dass_fear,headache_days_per_month,numeric,,0.37694563646380636,49
